generation,max,min,std,avg
0,0.3958308362882447,-0.6793687591144064,1.981171809203237,-0.5623758442408539
1,0.5862715033786212,-0.6794384418411707,4.447213851038343,-0.45070513811611307
2,0.6186422212509061,-0.679286204710262,5.5140775573063,-0.38509590546307465
3,0.6734937844234233,-0.6789915066362072,6.281365290726632,-0.32514053386760455
4,0.6981901903269221,-0.6790951319942933,7.45433769662686,-0.2534412691282878
5,0.8017333191417684,-0.6784246036231846,8.627710146883999,-0.11554551491501838
6,0.8229945138769887,-0.6779570508907906,8.563255686022794,0.046162486849195536
7,0.8353688479071432,-0.6565866155450477,7.777358581654946,0.14050998813212037
8,0.8460313963434706,-0.6501219985523511,7.250435223383052,0.20596595079357322
9,0.849102368823843,-0.6323952431523522,7.06625246861252,0.26029797019500805
10,0.8701251332840221,-0.5806619820688864,6.459905301633649,0.3424906802383395
11,0.8805555517783239,-0.5806038141670344,6.328340291071676,0.39473486846824607
12,0.8930161051558718,-0.5409568030690662,5.188169750553429,0.4817877241868154
13,0.8930161051558718,-0.37692390528746966,5.076728429547925,0.5244354726613901
14,0.8983559513899475,-0.45230230509179653,5.242827311534344,0.5412862342574154
15,0.9004032307007221,-0.4769011398026327,4.797156599396291,0.5945224788575152
16,0.9004996195586745,-0.2905034447179674,3.412683764676101,0.6670349091015764
17,0.901447429586897,-0.14170326673362216,3.558038902917525,0.6744055694732463
18,0.9029169659823447,-0.33586160778872987,4.066020694595865,0.6714873203080982
19,0.9029578840490057,-0.010222048769477443,2.2096940594143732,0.7522913874057173
20,0.9030801261595445,-0.0757879433256052,2.714633065287063,0.7367918782929587
21,0.9031376074837754,0.035759521610769784,1.9294564489158383,0.7637846845691395
22,0.9033686907149475,0.06492597488438275,1.4669162096487407,0.7737465053580151
23,0.9033686907149475,0.09958110552486794,1.7560803036732178,0.7591230316683656
24,0.9092032919283268,0.06774634073740668,1.7348739887475033,0.7789705871169967
25,0.9092032919283268,0.07085473778291018,1.8939389440726948,0.7670104910596318
26,0.9136385720807338,0.057324834196712526,1.5735743090715086,0.7893660809517029
27,0.9136385720807338,0.349172522941681,1.0058544937956058,0.8260517737254265
28,0.9136385720807338,0.39650333097665663,0.9299614236576368,0.8259313731606639
29,0.9136385720807338,0.5067235308212072,0.8220525708387922,0.8360655144868613
