interpolation,generation,individual,AU,expression,score
0,0,27,"[0.5477867433219562, 0.3809059949325163, 0.5619076252194013, 0.3944872366752523, 0.3078252955469505, 0.9981450957309185, 0.12436481203166039, 0.3308466730071701, 0.9976922776678463, 0.02792207677542069, 0.7656749883193958, 0.7143613700586745, 0.22379899571581352, 0.5962063777368976, 0.36385724397614305, 0.55676503865382, 0.34455963130372236]","[0.0001994829799514264, 0.00011603636085055768, 0.006853135302662849, 0.9787461161613464, 0.0019135422771796584, 0.0008673181291669607, 0.01130425650626421]",0.3034763721093614
0,0,28,"[0.28717846608590447, 0.21755902167220253, 0.7506345909904938, 0.6731460000895562, 0.06410107428399192, 0.6894636785262805, 0.013367877850709031, 0.16587741166197023, 0.8816450060140866, 0.33467167961741096, 0.8041891440484132, 0.6430452985202567, 0.8841309509125566, 0.7765889596854555, 0.9630697803202826, 0.2759475470216243, 0.9939926071762504]","[0.000499845715239644, 0.0002069666952593252, 0.0012951769167557359, 0.963667631149292, 0.006513210479170084, 0.0006960701430216432, 0.027121147140860558]",0.32469341958999776
0,0,29,"[0.7042573624529195, 0.5939314854573754, 0.6167975448786153, 0.3293077353582027, 0.7403341018442718, 0.3174159580307483, 0.6354934841456259, 0.7503121766769155, 0.2693120874265975, 0.6599215910605647, 0.7093504544040493, 0.4455375799580753, 0.6123243723648777, 0.25601488589260046, 0.902181733711424, 0.17615739695697574, 0.673726929053466]","[0.08739148825407028, 0.008244184777140617, 0.02892223373055458, 0.833763837814331, 0.035382822155952454, 0.0028182726819068193, 0.0034771249629557133]",0.5401142003918253
0,1,0,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.1559578132335494, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.7279346752892886, 0.11034411494546237, 0.2515291482473956]","[0.12902072072029114, 0.008424855768680573, 0.015110362321138382, 0.4963034391403198, 0.3297567069530487, 0.0010425143409520388, 0.02034134790301323]",0.9168227678901296
0,1,1,"[0.8029931084795499, 0.012529805264616, 0.5872515631191537, 0.9511563360198947, 0.17102122170370915, 0.6785217482759102, 0.7781240846125326, 0.2534282810450508, 0.11080423953258667, 0.4009077302005887, 0.1157789382461425, 0.8835392467987118, 0.2830739953774898, 0.5349871684557969, 0.962914295704251, 0.31666467662779196, 0.47361853172058765]","[0.004457325208932161, 0.0030365793500095606, 0.0009998135501518846, 0.936553418636322, 0.04951003938913345, 0.000804267474450171, 0.004638575483113527]",0.39408713681905316
0,1,2,"[0.5247253331307964, 0.07148156037691578, 0.5367407192939141, 0.23661685088507267, 0.9457647413855471, 0.023062457912032985, 0.37094373167321437, 0.630791148983393, 0.5465838738566191, 0.9303042185408352, 0.10255560942389685, 0.804023446580668, 0.9187799779751924, 0.19810669475876674, 0.7895295923013951, 0.3110927203108266, 0.14458295916566444]","[0.00011019009980373085, 5.6518460041843355e-05, 0.0003506012726575136, 0.9978581070899963, 0.0005987513577565551, 0.00034358256380073726, 0.000682303449138999]",0.27365629965634686
0,1,3,"[0.8029931084795499, 0.012529805264616, 0.5872515631191537, 0.9511563360198947, 0.17102122170370915, 0.6785217482759102, 0.9426742559682973, 0.8119842613868252, 0.151725378409174, 0.32187500237174205, 0.8531497577960828, 0.8835392467987118, 0.2830739953774898, 0.5349871684557969, 0.962914295704251, 0.31666467662779196, 0.1619615305811417]","[0.022150009870529175, 0.008735227398574352, 0.024907466024160385, 0.8770407438278198, 0.06323225796222687, 0.001038704882375896, 0.0028955042362213135]",0.4912376863919635
0,1,4,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.1559578132335494, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.7279346752892886, 0.11034411494546237, 0.2515291482473956]","[0.12902072072029114, 0.008424855768680573, 0.015110362321138382, 0.4963034391403198, 0.3297567069530487, 0.0010425143409520388, 0.02034134790301323]",0.9168227678901296
0,1,5,"[0.6831368825859974, 0.49247980144878933, 0.6577761058085043, 0.8603154909195578, 0.17201000195607608, 0.6954394602279682, 0.7439926647697975, 0.7344330304444573, 0.3763382217101521, 0.13806503818463578, 0.5842899344063831, 0.13238023195582926, 0.23271686062303643, 0.30686238770358065, 0.7851412473114314, 0.23150612092944878, 0.8978281355604493]","[0.275244802236557, 0.001496420125477016, 0.0018178669270128012, 0.7157833576202393, 0.0029302199836820364, 0.0011296201264485717, 0.0015975732821971178]",0.6245157836356413
0,1,6,"[0.7657763989079148, 0.6522127711701415, 0.2991844473941765, 0.5084456187643057, 0.7944533023935086, 0.9750948827165422, 0.5823646617875305, 0.8981879516751251, 0.7885209069323366, 0.8551337603209754, 0.8485463097348697, 0.9157105892461568, 0.9625700878300066, 0.24956354625783195, 0.16340830745385693, 0.9506017663408406, 0.30341362986932074]","[5.847343345521949e-05, 3.7359986890805885e-05, 0.000636974407825619, 0.9963206052780151, 0.00041716572013683617, 0.0001362677721772343, 0.0023931905161589384]",0.27574319586958285
0,1,7,"[0.39896925877442946, 0.3034922969145105, 0.07680397357077795, 0.9088685756920714, 0.8423933594004177, 0.3692305766696111, 0.6158650687816942, 0.7026387586698911, 0.5163496767218415, 0.3604477082180654, 0.34594733229014607, 0.3757266708561734, 0.7902481243348972, 0.6400582824534701, 0.011809175249594905, 0.43207963590030685, 0.48001661346625324]","[3.623986413003877e-05, 1.571998291183263e-05, 2.8736798412865028e-05, 0.9993589520454407, 4.783658005180769e-05, 9.445033356314525e-05, 0.0004180510004516691]",0.27096112776086967
0,1,8,"[0.3117609350410322, 0.37326350677495246, 0.059561114863556086, 0.7716281008512506, 0.503911736005237, 0.4137695745853537, 0.9399523758819935, 0.9916897641828769, 0.26805221428947834, 0.9504692567003831, 0.962846422975761, 0.30247377530906905, 0.2958345163036794, 0.5543038532936823, 0.37213624821371316, 0.15226671543128711, 0.1619615305811417]","[0.0022213435731828213, 0.0005336008034646511, 0.0002136792172677815, 0.9963131546974182, 0.0003929262747988105, 0.00016053499712143093, 0.00016474149015266448]",0.2764308686731518
0,1,9,"[0.9914034783561587, 0.25479916106908673, 0.059561114863556086, 0.7716281008512506, 0.503911736005237, 0.4137695745853537, 0.9399523758819935, 0.9916897641828769, 0.26805221428947834, 0.9504692567003831, 0.962846422975761, 0.30247377530906905, 0.1356382756969563, 0.5543038532936823, 0.37213624821371316, 0.15226671543128711, 0.1619615305811417]","[0.0008196209091693163, 0.0005032063345424831, 0.0004176099901087582, 0.9972156286239624, 0.0003805964661296457, 0.00032301092869602144, 0.0003402308211661875]",0.27468827239521254
0,1,10,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.1559578132335494, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.7279346752892886, 0.11034411494546237, 0.5126429059155471]","[0.15516705811023712, 0.009179242886602879, 0.019025487825274467, 0.38504311442375183, 0.41289234161376953, 0.0010192471090704203, 0.017673581838607788]",0.9574420366218052
0,1,11,"[0.5477867433219562, 0.3809059949325163, 0.39954551388047777, 0.33703057586085483, 0.5335786446368969, 0.05502556515765633, 0.07638302475564362, 0.9177230168643759, 0.5660384537169181, 0.1249511254486605, 0.701684706429254, 0.9627097103043897, 0.349453047089922, 0.19073958964952198, 0.11027440044296011, 0.7927213432800635, 0.03986386542003906]","[0.00775939179584384, 0.0019508327823132277, 0.09760341048240662, 0.6360577940940857, 0.24031031131744385, 0.0014893366023898125, 0.014828958548605442]",0.813896927485851
0,1,12,"[0.16737220460833646, 0.6611283668044632, 0.07049026230739797, 0.03182734383409869, 0.31497730051223805, 0.7994732450003819, 0.35887389479117393, 0.9812304749159222, 0.03506551125253132, 0.3904969989623007, 0.5740143004475625, 0.7134047770091407, 0.4553645444528197, 0.5602712620034621, 0.5320342336339751, 0.5989027916290387, 0.5694567447358175]","[0.010128491558134556, 0.0018418194958940148, 0.6774884462356567, 0.15187586843967438, 0.15590880811214447, 0.0008415348129346967, 0.0019150321604683995]",0.654424557857662
0,1,13,"[0.6831368825859974, 0.49247980144878933, 0.6577761058085043, 0.8603154909195578, 0.17201000195607608, 0.6954394602279682, 0.7439926647697975, 0.7344330304444573, 0.3763382217101521, 0.13806503818463578, 0.5842899344063831, 0.13238023195582926, 0.2012070691519221, 0.6658024174262073, 0.39929193884098657, 0.010101416344938996, 0.8978281355604493]","[0.18196582794189453, 0.002219310961663723, 0.0021952297538518906, 0.8052708506584167, 0.004137126263231039, 0.0013934667222201824, 0.0028181797824800014]",0.5485271849498972
0,1,14,"[0.16886487993378974, 0.2649071939184863, 0.8025209712779158, 0.4301251402762104, 0.31685836641349363, 0.736739477436276, 0.19140282708414635, 0.200791412901012, 0.3205319322128872, 0.7607884875777965, 0.049815182258791, 0.4188513627664747, 0.6452199381061672, 0.6658024174262073, 0.7851412473114314, 0.23150612092944878, 0.3194935925730452]","[6.507509533548728e-05, 1.8498971257940866e-05, 2.5421075406484306e-05, 0.9989460110664368, 0.000659643323160708, 2.0377823602757417e-05, 0.00026503417757339776]",0.27203787573024596
0,1,15,"[0.5647119413115459, 0.5841905708482834, 0.9920845000666687, 0.7733562817437623, 0.2703593136637319, 0.305959452941705, 0.7781240846125326, 0.2534282810450508, 0.11080423953258667, 0.4009077302005887, 0.1157789382461425, 0.803137556290423, 0.9002461978130138, 0.244534798045142, 0.60632412228966, 0.12367215086479699, 0.8715908499692614]","[0.23570014536380768, 0.003631554078310728, 0.011114177294075489, 0.06514352560043335, 0.6492918729782104, 0.0014963606372475624, 0.03362240269780159]",0.844597750857977
0,1,16,"[0.19072216254608854, 0.8839781197833662, 0.6843295870372617, 0.6530678918701716, 0.5637530601501148, 0.11840395753183608, 0.8187995995002663, 0.13780863233497698, 0.400178521848895, 0.8070946013941666, 0.870016411538765, 0.374433483914, 0.06610523857653294, 0.8416625740400064, 0.5426801409258977, 0.11903274558966204, 0.8516511480377702]","[0.6116999387741089, 0.01535777747631073, 0.03622864559292793, 0.06678182631731033, 0.26171913743019104, 0.0009832449723035097, 0.007229460868984461]",0.729880697195985
0,1,17,"[0.7657763989079148, 0.2774124608035977, 0.9735698755376554, 0.21570886917800725, 0.8076675875923766, 0.5354913552537339, 0.13492883007012202, 0.683462820604932, 0.22142956934752467, 0.7271384491315485, 0.9989916633921462, 0.367753994716957, 0.8057740664386224, 0.24956354625783195, 0.16340830745385693, 0.9506017663408406, 0.30341362986932074]","[0.00010777557326946408, 5.525818414753303e-05, 0.00021649623522534966, 0.9929244518280029, 0.0006489067454822361, 0.0004752644745167345, 0.005571979563683271]",0.28047278272644127
0,1,18,"[0.6542649477677367, 0.2774124608035977, 0.9735698755376554, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.1559578132335494, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.7279346752892886, 0.11034411494546237, 0.9499998900756745]","[0.0004122949321754277, 8.975468517746776e-05, 0.00033196841832250357, 0.9942465424537659, 0.0014245413476601243, 0.00015093783440534025, 0.0033440750557929277]",0.27944555352501355
0,1,19,"[0.8029931084795499, 0.012529805264616, 0.5872515631191537, 0.9511563360198947, 0.17102122170370915, 0.6785217482759102, 0.9426742559682973, 0.8119842613868252, 0.151725378409174, 0.32187500237174205, 0.8531497577960828, 0.8835392467987118, 0.2830739953774898, 0.5349871684557969, 0.962914295704251, 0.31666467662779196, 0.47361853172058765]","[0.02622707188129425, 0.008951084688305855, 0.02781800739467144, 0.8686721324920654, 0.06400957703590393, 0.0012188657419756055, 0.0031032708939164877]",0.5037875344378091
0,1,20,"[0.8029931084795499, 0.012529805264616, 0.5872515631191537, 0.9511563360198947, 0.8076675875923766, 0.5354913552537339, 0.9426742559682973, 0.8119842613868252, 0.151725378409174, 0.32187500237174205, 0.8531497577960828, 0.8835392467987118, 0.2830739953774898, 0.5349871684557969, 0.962914295704251, 0.31666467662779196, 0.47361853172058765]","[0.0005007717409171164, 0.00020920841780025512, 0.0007826212677173316, 0.9970364570617676, 0.0005495104705914855, 0.00034504185896366835, 0.000576400721911341]",0.27509148281672446
0,1,21,"[0.22106406547294744, 0.7058876047298569, 0.19139121496755873, 0.5377759407071829, 0.23125846489457058, 0.10680013231237029, 0.4217592311227242, 0.42352047588003217, 0.626305271798909, 0.02401269610853951, 0.1991521793953942, 0.5650081231880417, 0.8783344079981682, 0.19073958964952198, 0.11027440044296011, 0.7927213432800635, 0.03986386542003906]","[0.0001637776877032593, 3.9079837733879685e-05, 0.0003904468903783709, 0.9974753260612488, 0.0006996113224886358, 7.632977212779224e-05, 0.001155306352302432]",0.27430753761083504
0,1,22,"[0.5247253331307964, 0.07148156037691578, 0.5367407192939141, 0.23661685088507267, 0.9457647413855471, 0.023062457912032985, 0.37094373167321437, 0.630791148983393, 0.5465838738566191, 0.9303042185408352, 0.3036495104385275, 0.7134047770091407, 0.4723533303742572, 0.5836447536795543, 0.7895295923013951, 0.3110927203108266, 0.14458295916566444]","[9.98712275759317e-05, 4.060462742927484e-05, 0.000240386973018758, 0.9985067248344421, 0.00015805773728061467, 0.0005185774061828852, 0.00043569409172050655]",0.2723503516881126
