interpolation,generation,individual,AU,expression,score
0,22,1,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,2,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.7902481243348972, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.008356861770153046, 0.0007334850379265845, 0.013603298924863338, 0.00439203018322587, 0.9710100293159485, 0.00019121277728118002, 0.0017130258493125439]",0.5150891429789393
0,22,3,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.3948081942280195, 0.17778571706100188, 0.9630697803202826, 0.2759475470216243, 0.9939926071762504]","[0.06870957463979721, 0.0038744164630770683, 0.03177686408162117, 0.02714117430150509, 0.864077627658844, 0.0004224380827508867, 0.00399801367893815]",0.6646126438252613
0,22,4,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,5,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,6,"[0.6041214770854125, 0.3809059949325163, 0.8215929562174632, 0.7733562817437623, 0.5335786446368969, 0.7994732450003819, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[7.261992141138762e-05, 1.549215267004911e-05, 4.4243493903195485e-05, 0.9993568062782288, 0.00014334644947666675, 2.9188997359597124e-05, 0.0003383394214324653]",0.2710613366931105
0,22,7,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,8,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.32187500237174205, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.000535406288690865, 0.00013915772433392704, 0.003760449355468154, 0.0006971705588512123, 0.9930844306945801, 9.090875391848385e-05, 0.0016923998482525349]",0.48036969712810285
0,22,9,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,10,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,11,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9499998900756745]","[0.25576767325401306, 0.006442102137953043, 0.01783238910138607, 0.5275188684463501, 0.16957886517047882, 0.0012780001852661371, 0.021582117304205894]",0.858337271532331
0,22,12,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.9630697803202826, 0.2759475470216243, 0.9499998900756745]","[0.24951273202896118, 0.009419596754014492, 0.028349703177809715, 0.3779619634151459, 0.3219054937362671, 0.0011474185157567263, 0.011703108437359333]",0.9556808372004063
0,22,13,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9499998900756745]","[0.25576767325401306, 0.006442102137953043, 0.01783238910138607, 0.5275188684463501, 0.16957886517047882, 0.0012780001852661371, 0.021582117304205894]",0.858337271532331
0,22,14,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.2115025520324707, 0.008299346081912518, 0.026909789070487022, 0.34833014011383057, 0.39225223660469055, 0.0010717734694480896, 0.01163415051996708]",0.9673062585939864
0,22,15,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.262023282358736, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.008773403242230415, 0.0008970117196440697, 0.016507219523191452, 0.019634487107396126, 0.9503602981567383, 0.00032625714084133506, 0.003501273225992918]",0.5482483396106743
0,22,16,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.3948081942280195, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.057812198996543884, 0.003182419342920184, 0.024809349328279495, 0.01774783618748188, 0.893140435218811, 0.00033764465479180217, 0.002970149740576744]",0.6262180287521053
0,22,17,"[0.6542649477677367, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.00561046926304698, 0.0005848570726811886, 0.011458609253168106, 0.0032325698994100094, 0.977523922920227, 0.00016487199172843248, 0.0014246379723772407]",0.5050576663675193
0,22,18,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,19,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,20,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.006561039015650749, 0.0006313279736787081, 0.012630672194063663, 0.0033327233977615833, 0.9751296043395996, 0.00017826103430707008, 0.001536236028186977]",0.5086857782032925
0,22,21,"[0.6542649477677367, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.3948081942280195, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.06232157722115517, 0.004313556011766195, 0.02384975366294384, 0.03850244730710983, 0.8667063117027283, 0.0004394912102725357, 0.003866820130497217]",0.6637862389530769
0,22,22,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.20795322954654694, 0.00823329295963049, 0.028430944308638573, 0.3533792197704315, 0.3889675736427307, 0.0010865334188565612, 0.011949199251830578]",0.9673179987037365
0,22,23,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.8531497577960828, 0.23525933709914004, 0.3948081942280195, 0.17778571706100188, 0.9630697803202826, 0.2759475470216243, 0.9939926071762504]","[0.026626279577612877, 0.002150797750800848, 0.022530658170580864, 0.0047989776358008385, 0.9416602253913879, 0.0002665416104719043, 0.0019665865693241358]",0.5578981779634855
0,22,24,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,22,25,"[0.6542649477677367, 0.2774124608035977, 0.9735698755376554, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.8119842613868252, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.7134047770091407, 0.3948081942280195, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.03986386542003906]","[0.2607446610927582, 0.0038599504623562098, 0.011187306605279446, 0.6701267957687378, 0.05081045627593994, 0.0013288694899529219, 0.0019420018652454019]",0.7017122340865691
0,22,26,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.262023282358736, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.008773403242230415, 0.0008970117196440697, 0.016507219523191452, 0.019634487107396126, 0.9503602981567383, 0.00032625714084133506, 0.003501273225992918]",0.5482483396106743
0,22,27,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.22309690713882446, 0.007946989499032497, 0.020486535504460335, 0.3365752100944519, 0.39553773403167725, 0.0011408075224608183, 0.01521584577858448]",0.9655878130877451
0,22,28,"[0.6542649477677367, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.16237115859985352, 0.006187996361404657, 0.016854528337717056, 0.4862082302570343, 0.3082486689090729, 0.001156666548922658, 0.018972786143422127]",0.9215503989415508
0,22,29,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9939926071762504]","[0.38591861724853516, 0.007189392577856779, 0.020679708570241928, 0.3758276104927063, 0.18862773478031158, 0.0013052425347268581, 0.020451631397008896]",0.8823787795742913
0,23,0,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,1,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.262023282358736, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.008773403242230415, 0.0008970117196440697, 0.016507219523191452, 0.019634487107396126, 0.9503602981567383, 0.00032625714084133506, 0.003501273225992918]",0.5482483396106743
0,23,2,"[0.6542649477677367, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.15833233831389598, 0.9499998900756745]","[0.007905049249529839, 0.0008064276771619916, 0.0111923823133111, 0.004590077791363001, 0.9736842513084412, 0.00018614294822327793, 0.0016356720589101315]",0.511067210663132
0,23,3,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.22309690713882446, 0.007946989499032497, 0.020486535504460335, 0.3365752100944519, 0.39553773403167725, 0.0011408075224608183, 0.01521584577858448]",0.9655878130877451
0,23,4,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.22309690713882446, 0.007946989499032497, 0.020486535504460335, 0.3365752100944519, 0.39553773403167725, 0.0011408075224608183, 0.01521584577858448]",0.9655878130877451
0,23,5,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,6,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9939926071762504]","[0.38591861724853516, 0.007189392577856779, 0.020679708570241928, 0.3758276104927063, 0.18862773478031158, 0.0013052425347268581, 0.020451631397008896]",0.8823787795742913
0,23,7,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,8,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,9,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.006561039015650749, 0.0006313279736787081, 0.012630672194063663, 0.0033327233977615833, 0.9751296043395996, 0.00017826103430707008, 0.001536236028186977]",0.5086857782032925
0,23,10,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.9630697803202826, 0.2759475470216243, 0.9499998900756745]","[0.24951273202896118, 0.009419596754014492, 0.028349703177809715, 0.3779619634151459, 0.3219054937362671, 0.0011474185157567263, 0.011703108437359333]",0.9556808372004063
0,23,11,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9939926071762504]","[0.38591861724853516, 0.007189392577856779, 0.020679708570241928, 0.3758276104927063, 0.18862773478031158, 0.0013052425347268581, 0.020451631397008896]",0.8823787795742913
0,23,12,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.7902481243348972, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.008356861770153046, 0.0007334850379265845, 0.013603298924863338, 0.00439203018322587, 0.9710100293159485, 0.00019121277728118002, 0.0017130258493125439]",0.5150891429789393
0,23,13,"[0.6542649477677367, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.3948081942280195, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.06232157722115517, 0.004313556011766195, 0.02384975366294384, 0.03850244730710983, 0.8667063117027283, 0.0004394912102725357, 0.003866820130497217]",0.6637862389530769
0,23,14,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.22309690713882446, 0.007946989499032497, 0.020486535504460335, 0.3365752100944519, 0.39553773403167725, 0.0011408075224608183, 0.01521584577858448]",0.9655878130877451
0,23,15,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.11034411494546237, 0.9939926071762504]","[0.38591861724853516, 0.007189392577856779, 0.020679708570241928, 0.3758276104927063, 0.18862773478031158, 0.0013052425347268581, 0.020451631397008896]",0.8823787795742913
0,23,16,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.20795322954654694, 0.00823329295963049, 0.028430944308638573, 0.3533792197704315, 0.3889675736427307, 0.0010865334188565612, 0.011949199251830578]",0.9673179987037365
0,23,17,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.32187500237174205, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.011500472202897072, 0.001231609727256, 0.00736258365213871, 0.02865699864923954, 0.948207437992096, 0.00035859819035977125, 0.002682272344827652]",0.5531914943510792
0,23,18,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,19,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.8841309509125566, 0.6400582824534701, 0.962914295704251, 0.31666467662779196, 0.9939926071762504]","[0.006542860995978117, 0.0006135330186225474, 0.01220137532800436, 0.0031713976059108973, 0.975793182849884, 0.0001735793921397999, 0.001504104700870812]",0.5076583344405358
0,23,20,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.22569963339694643, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.0015744558768346906, 0.0003138605388812721, 0.0011652040993794799, 0.9835626482963562, 0.011405418626964092, 0.0001703097514109686, 0.0018079360015690327]",0.3028249884137363
0,23,21,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
0,23,22,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.6400582824534701, 0.9630697803202826, 0.31666467662779196, 0.9499998900756745]","[0.22309690713882446, 0.007946989499032497, 0.020486535504460335, 0.3365752100944519, 0.39553773403167725, 0.0011408075224608183, 0.01521584577858448]",0.9655878130877451
0,23,23,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.9630697803202826, 0.2759475470216243, 0.9499998900756745]","[0.24951273202896118, 0.009419596754014492, 0.028349703177809715, 0.3779619634151459, 0.3219054937362671, 0.0011474185157567263, 0.011703108437359333]",0.9556808372004063
0,23,24,"[0.6041214770854125, 0.5627807974349212, 0.8215929562174632, 0.04935117152432289, 0.5513762323464269, 0.5600762313779245, 0.45139926679389286, 0.11480532780116381, 0.151725378409174, 0.799858803685973, 0.524046564717472, 0.23525933709914004, 0.19740409711400975, 0.17778571706100188, 0.962914295704251, 0.31666467662779196, 0.9499998900756745]","[0.21124547719955444, 0.008301028050482273, 0.027067221701145172, 0.3457208573818207, 0.39497891068458557, 0.0010695927776396275, 0.011616824194788933]",0.9676471835949738
