interpolation,generation,individual,AU,expression,score
2,4,20,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.0045794371981174e-05, 6.129875146143604e-06, 1.0443809514981695e-05, 0.999843955039978, 1.0453096365381498e-05, 7.419834582833573e-05, 3.467360511422157e-05]",0.9999999682845674
2,4,21,"[0.11793748673817372, 0.48657343134039577, 0.8410733274505113, 0.02309043450216608, 0.17764870326110815, 0.6241890955627164, 0.8081833048177449, 0.8987780986551455, 0.36818233085641494, 0.4852507728218225, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[0.12229565531015396, 0.03670575097203255, 0.20220214128494263, 0.24780279397964478, 0.38602539896965027, 0.0029145339503884315, 0.0020537953823804855]",0.22798179661949614
2,4,22,"[0.6550998895224739, 0.6127669255665852, 0.6047119959102804, 0.37841976679965605, 0.5639300437084477, 0.8826606480696085, 0.720487615115904, 0.7003978179120514, 0.9130052600253152, 0.07786262318806425, 0.05806925563873089, 0.40808493797913314, 0.9246203878593784, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[6.188477709656581e-05, 1.5705165424151346e-05, 0.00011802274821093306, 0.9990512728691101, 0.00019183875701855868, 4.330153387854807e-05, 0.0005179449217393994]",0.9999987749670107
2,4,23,"[0.6843086434532856, 0.639541048820446, 0.7810728804480294, 0.16969460118013913, 0.7794199526522069, 0.905321177262557, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.15142556958341413, 0.7879944122676488, 0.018166631212682693, 0.5670146388442509, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[3.6918179830536246e-05, 1.0304070201527793e-05, 3.0122084353934042e-05, 0.9997231364250183, 6.246550037758425e-05, 6.176266469992697e-05, 7.536947668995708e-05]",0.9999999075729715
2,4,24,"[0.29381265528606093, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.5964313915847486, 0.9225771562966075, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.1799479178399137, 0.6444059191741573, 0.7180864884936389, 0.9348002059878736]","[7.227981404867023e-05, 6.951028626644984e-05, 0.0011048342566937208, 0.9934107661247253, 0.003368791425600648, 0.0001888206461444497, 0.0017850050935521722]",0.9999407806300611
2,4,25,"[0.5216755074703999, 0.38534078353763335, 0.5777027579744005, 0.37841976679965605, 0.5639300437084477, 0.8826606480696085, 0.720487615115904, 0.7003978179120514, 0.9130052600253152, 0.24293452793940107, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.1799479178399137, 0.3461847562247762, 0.8113223273157444, 0.02991920791319902]","[0.0001025371893774718, 3.4329215850448236e-05, 0.00023395571042783558, 0.9983710646629333, 0.0005223624175414443, 0.00010006195225287229, 0.0006356519879773259]",0.9999965932136836
2,4,26,"[0.20002816976841653, 0.32142219086675694, 0.5224482048471687, 0.04934538722218074, 0.7589111444904828, 0.4309103645919996, 0.8871437465883775, 0.6326692458665731, 0.41489205913405713, 0.01478776903141954, 0.12776806313122335, 0.4098608826225467, 0.04606938157163876, 0.7715583110759462, 0.795373055744848, 0.34834039768442293, 0.8486774816137875]","[0.00035928774741478264, 5.4763997468398884e-05, 0.00028764340095221996, 0.9986843466758728, 0.00010772143286885694, 0.00042223944910801947, 8.398319187108427e-05]",0.9999978572875877
2,4,27,"[0.28380340216431965, 0.10769397738400088, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.9982638680756211, 0.6712743254577062, 0.27610836819946316, 0.4734785769519191, 0.914471524087273, 0.15142556958341413, 0.7879944122676488, 0.04606938157163876, 0.7715583110759462, 0.795373055744848, 0.34834039768442293, 0.3007296129265824]","[8.259491005446762e-05, 1.2867794794146903e-05, 3.294767884653993e-05, 0.9994587302207947, 0.0001510312285972759, 1.9815122868749313e-05, 0.00024196485173888505]",0.9999996172039167
2,4,28,"[0.29381265528606093, 0.9232134281278734, 0.5777027579744005, 0.7771670433348457, 0.9228254136469497, 0.23376056968218095, 0.27065711643929535, 0.9439385034515424, 0.6616610542547673, 0.7202980359273993, 0.8161479189188362, 0.8140128021155145, 0.3342013375296079, 0.2111737837480313, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[0.0003675412735901773, 4.251818609191105e-05, 0.00041911727748811245, 0.9983093738555908, 0.00015009882918093354, 0.00032904345425777137, 0.00038232223596423864]",0.9999965522600182
2,4,29,"[0.7278155049127828, 0.6811512257729293, 0.8930163423974736, 0.20741872869767475, 0.9343101566136027, 0.029315627021247237, 0.10994946336145317, 0.8961655709227243, 0.9153723018846398, 0.5563091906688938, 0.6225660580300134, 0.7388094385028242, 0.9196905397039185, 0.5670146388442509, 0.4619803415523085, 0.38827313463939983, 0.9348002059878736]","[0.00035092089092358947, 8.71471784194e-05, 0.0008641990134492517, 0.996293842792511, 0.0011498238891363144, 0.00037813838571310043, 0.000875934143550694]",0.9999831544744775
2,5,0,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.0045794371981174e-05, 6.129875146143604e-06, 1.0443809514981695e-05, 0.999843955039978, 1.0453096365381498e-05, 7.419834582833573e-05, 3.467360511422157e-05]",0.9999999682845674
2,5,1,"[0.28380340216431965, 0.4153769446453234, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.9982638680756211, 0.6712743254577062, 0.27610836819946316, 0.4734785769519191, 0.914471524087273, 0.15142556958341413, 0.7879944122676488, 0.04606938157163876, 0.7715583110759462, 0.795373055744848, 0.34834039768442293, 0.3007296129265824]","[0.00012015575339319184, 1.6632133338134736e-05, 5.532013165066019e-05, 0.9992786049842834, 0.00026361021446064115, 2.1243386072455905e-05, 0.00024449368356727064]",0.9999993320960935
2,5,2,"[0.28380340216431965, 0.4153769446453234, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.9982638680756211, 0.6712743254577062, 0.27610836819946316, 0.4734785769519191, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.34834039768442293, 0.3007296129265824]","[7.556278433185071e-05, 9.242332453140989e-06, 2.146045517292805e-05, 0.9997535347938538, 6.58614153508097e-05, 1.3660793229064438e-05, 6.0585563915083185e-05]",0.999999924804242
2,5,3,"[0.28380340216431965, 0.4153769446453234, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.9982638680756211, 0.8081833048177449, 0.8987780986551455, 0.36818233085641494, 0.4852507728218225, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.3007296129265824]","[0.00032959357486106455, 5.5686210544081405e-05, 0.0002455433423165232, 0.9986336827278137, 0.0004333932010922581, 7.632213237229735e-05, 0.00022566471307072788]",0.9999977165734028
2,5,4,"[0.29381265528606093, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.5964313915847486, 0.9225771562966075, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.26230783293922455, 0.8380482453461235, 0.7180864884936389, 0.9348002059878736]","[5.211367897572927e-05, 2.633824260556139e-05, 0.0005736746243201196, 0.9981119632720947, 0.00030111809610389173, 0.00022345165780279785, 0.000711258442606777]",0.9999954563138775
2,5,5,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.16969460118013913, 0.7794199526522069, 0.905321177262557, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.12776806313122335, 0.40808493797913314, 0.9246203878593784, 0.5349484175218212, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.0407915144460276e-05, 1.2233001143613365e-05, 9.65067301876843e-05, 0.9993321299552917, 0.00014665727212559432, 6.255801417864859e-05, 0.00032945501152426004]",0.9999994101074599
2,5,6,"[0.7278155049127828, 0.6811512257729293, 0.8930163423974736, 0.20741872869767475, 0.9343101566136027, 0.029315627021247237, 0.10994946336145317, 0.8961655709227243, 0.9153723018846398, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.4619803415523085, 0.38827313463939983, 0.9348002059878736]","[6.22300140094012e-05, 2.0321367628639564e-05, 0.0002887002774514258, 0.9991098046302795, 0.0002378480276092887, 0.00011345455277478322, 0.00016762172162998468]",0.9999990223781595
2,5,7,"[0.8454417693141558, 0.3853753766448067, 0.9142082821317069, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.27065711643929535, 0.9439385034515424, 0.6616610542547673, 0.7202980359273993, 0.3812490479308036, 0.33676366187398055, 0.12843665495528933, 0.26230783293922455, 0.8380482453461235, 0.6347222113149084, 0.7633125613700498]","[5.442219480755739e-05, 1.15050861495547e-05, 2.8163618480903096e-05, 0.9996161460876465, 1.988674557651393e-05, 0.0001933993917191401, 7.633946370333433e-05]",0.9999998051423212
2,5,8,"[0.5216755074703999, 0.7706815670752667, 0.5777027579744005, 0.7771670433348457, 0.9228254136469497, 0.3479286710431557, 0.07270638889727721, 0.6575274774805556, 0.6517572161228447, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.14233756618616122, 0.8366986963821416, 0.3577336954470879]","[6.714754272252321e-05, 2.2541338694281876e-05, 0.0002765052777249366, 0.9982519745826721, 0.00041175278602167964, 8.742143836570904e-05, 0.0008826651028357446]",0.9999959066545189
2,5,9,"[0.8454417693141558, 0.3853753766448067, 0.9142082821317069, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[3.509846646920778e-05, 1.040277857100591e-05, 1.7237009160453454e-05, 0.9996860027313232, 2.3567681637359783e-05, 0.00015944690676406026, 6.830703932791948e-05]",0.9999998691238773
2,5,10,"[0.5216755074703999, 0.38534078353763335, 0.5777027579744005, 0.37841976679965605, 0.5639300437084477, 0.8826606480696085, 0.07270638889727721, 0.8093030422279605, 0.4121658558507595, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.14233756618616122, 0.8366986963821416, 0.02991920791319902]","[0.0001956884516403079, 6.452406523749232e-05, 0.0028293069917708635, 0.9471868872642517, 0.0007850496331229806, 0.0005957262474112213, 0.04834277182817459]",0.9948647329070631
2,5,11,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.16969460118013913, 0.7794199526522069, 0.905321177262557, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.15142556958341413, 0.8140128021155145, 0.3342013375296079, 0.2111737837480313, 0.8705663672769683, 0.7180864884936389, 0.820639271244756]","[3.9610331441508606e-05, 1.3734849744651001e-05, 3.732119876076467e-05, 0.9995934367179871, 8.907540905056521e-05, 9.769137250259519e-05, 0.00012899370631203055]",0.9999997974383924
2,5,12,"[0.6843086434532856, 0.639541048820446, 0.7810728804480294, 0.07967717095346127, 0.9110221078168865, 0.3479286710431557, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.05528980640049885, 0.9027363233689698, 0.2111737837480313, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[7.089802238624543e-05, 5.7529687182977796e-05, 0.0005216562421992421, 0.996532678604126, 0.0014923966955393553, 0.0005147866904735565, 0.0008100976119749248]",0.9999845487095337
2,5,13,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.16969460118013913, 0.7794199526522069, 0.905321177262557, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[7.243725849548355e-05, 2.5701756385387853e-05, 0.00010003999341279268, 0.9992139339447021, 0.000168379265232943, 0.00014564285811502486, 0.00027374294586479664]",0.9999992416858002
2,5,14,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.16969460118013913, 0.7794199526522069, 0.905321177262557, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.15142556958341413, 0.7879944122676488, 0.04606938157163876, 0.7715583110759462, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[3.010365071531851e-05, 1.2773861271853093e-05, 9.036820119945332e-05, 0.9991618394851685, 0.00015580430044792593, 3.469028524705209e-05, 0.0005144095048308372]",0.9999989981556037
2,5,15,"[0.8454417693141558, 0.3853753766448067, 0.9142082821317069, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.27065711643929535, 0.9439385034515424, 0.6616610542547673, 0.4852507728218225, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[0.00017657471471466124, 2.7382600819692016e-05, 0.00010061970533570275, 0.9991412162780762, 5.8075820561498404e-05, 0.00026335762231610715, 0.0002327851834706962]",0.9999990935187774
2,5,16,"[0.29381265528606093, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.5964313915847486, 0.9225771562966075, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.1799479178399137, 0.6444059191741573, 0.7180864884936389, 0.9348002059878736]","[7.227981404867023e-05, 6.951028626644984e-05, 0.0011048342566937208, 0.9934107661247253, 0.003368791425600648, 0.0001888206461444497, 0.0017850050935521722]",0.9999407806300611
2,5,17,"[0.5216755074703999, 0.38534078353763335, 0.5777027579744005, 0.37841976679965605, 0.5639300437084477, 0.8826606480696085, 0.720487615115904, 0.7003978179120514, 0.9130052600253152, 0.7202980359273993, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.3893147087404569, 0.8705663672769683, 0.8113223273157444, 0.02991920791319902]","[6.68048087391071e-05, 2.115758616128005e-05, 0.00020384354866109788, 0.9992617964744568, 0.00014596452820114791, 0.00010683505388442427, 0.00019353946845512837]",0.9999993384159386
2,5,18,"[0.6550998895224739, 0.6127669255665852, 0.6047119959102804, 0.07967717095346127, 0.5964313915847486, 0.9225771562966075, 0.40785604718662305, 0.580402772817665, 0.6517572161228447, 0.914471524087273, 0.15142556958341413, 0.40808493797913314, 0.9246203878593784, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.463326745782979e-05, 1.3203056369093247e-05, 0.00015727501886431128, 0.9993377327919006, 0.0002600126026663929, 3.294453927082941e-05, 0.0001739980943966657]",0.9999994369183619
2,5,19,"[0.5216755074703999, 0.7706815670752667, 0.5777027579744005, 0.7771670433348457, 0.9228254136469497, 0.3479286710431557, 0.07270638889727721, 0.8093030422279605, 0.4121658558507595, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[0.0001292381639359519, 4.2363091779407114e-05, 0.0006504944758489728, 0.9965231418609619, 0.0009073251276277006, 0.00015201624773908406, 0.0015953562688082457]",0.9999840783078321
2,5,20,"[0.6843086434532856, 0.9341558708709871, 0.07792239534959022, 0.07967717095346127, 0.5964313915847486, 0.5537502375750863, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.12776806313122335, 0.40808493797913314, 0.9246203878593784, 0.5349484175218212, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[7.543742685811594e-05, 5.5371659982483834e-05, 0.00041750253876671195, 0.995854914188385, 0.002123240614309907, 0.0003127575619146228, 0.0011607329361140728]",0.9999766819294706
2,5,21,"[0.6843086434532856, 0.639541048820446, 0.7810728804480294, 0.5560306221945766, 0.9110221078168865, 0.3479286710431557, 0.07270638889727721, 0.8093030422279605, 0.45659927022336655, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.14233756618616122, 0.8366986963821416, 0.9348002059878736]","[0.00020159878476988524, 4.748002174892463e-05, 0.0005080017144791782, 0.993324339389801, 0.0007096822373569012, 0.0002435154892737046, 0.00496539194136858]",0.9999299165274501
2,5,22,"[0.9489510708764451, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.9110221078168865, 0.3479286710431557, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.5774112345227054, 0.7180864884936389, 0.0031869720741716234]","[4.659358455683105e-05, 2.8027305233990774e-05, 8.407016866840422e-05, 0.9988780617713928, 4.621555854100734e-05, 0.0007428302778862417, 0.00017422600649297237]",0.999998146942925
2,5,23,"[0.11793748673817372, 0.48657343134039577, 0.8410733274505113, 0.02309043450216608, 0.17764870326110815, 0.6241890955627164, 0.8081833048177449, 0.8987780986551455, 0.36818233085641494, 0.4852507728218225, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[0.12229565531015396, 0.03670575097203255, 0.20220214128494263, 0.24780279397964478, 0.38602539896965027, 0.0029145339503884315, 0.0020537953823804855]",0.22798179661949614
2,5,24,"[0.5216755074703999, 0.7706815670752667, 0.5777027579744005, 0.7771670433348457, 0.5964313915847486, 0.9225771562966075, 0.8157120943732461, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.14233756618616122, 0.8366986963821416, 0.3577336954470879]","[0.013056113384664059, 0.002553557977080345, 0.04592958465218544, 0.5694285035133362, 0.22992563247680664, 0.0017590128118172288, 0.13734765350818634]",0.7405884083917206
2,5,25,"[0.9489510708764451, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.9110221078168865, 0.3479286710431557, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.8705663672769683, 0.8730799701622654, 0.0031869720741716234]","[5.3757732530357316e-05, 2.6894829716184177e-05, 2.526224488974549e-05, 0.9978510141372681, 3.100805770372972e-05, 0.0019279642729088664, 8.408839494222775e-05]",0.9999916525297596
2,5,26,"[0.6843086434532856, 0.9341558708709871, 0.07792239534959022, 0.07967717095346127, 0.5964313915847486, 0.5537502375750863, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.3812490479308036, 0.33676366187398055, 0.12843665495528933, 0.26230783293922455, 0.8380482453461235, 0.7180864884936389, 0.9348002059878736]","[0.00011061844270443544, 4.088876085006632e-05, 0.00037022127071395516, 0.998339056968689, 0.0001861806958913803, 0.0008178684511221945, 0.0001351529499515891]",0.9999963684577521
2,5,27,"[0.7278155049127828, 0.6811512257729293, 0.8930163423974736, 0.20741872869767475, 0.9343101566136027, 0.029315627021247237, 0.10994946336145317, 0.8961655709227243, 0.9153723018846398, 0.5563091906688938, 0.6225660580300134, 0.7388094385028242, 0.9196905397039185, 0.5670146388442509, 0.4619803415523085, 0.38827313463939983, 0.9348002059878736]","[0.00035092089092358947, 8.71471784194e-05, 0.0008641990134492517, 0.996293842792511, 0.0011498238891363144, 0.00037813838571310043, 0.000875934143550694]",0.9999831544744775
2,5,28,"[0.6843086434532856, 0.9341558708709871, 0.07792239534959022, 0.07967717095346127, 0.5964313915847486, 0.5537502375750863, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.12146726396970053, 0.12776806313122335, 0.07206159959599312, 0.9027363233689698, 0.2111737837480313, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[6.481633317889646e-05, 3.626510078902356e-05, 0.00021736267080996186, 0.9982700347900391, 0.0005812007584609091, 0.00030352757312357426, 0.0005266692023724318]",0.9999962471537691
2,5,29,"[0.6550998895224739, 0.6127669255665852, 0.6047119959102804, 0.5560306221945766, 0.9110221078168865, 0.3479286710431557, 0.07270638889727721, 0.8093030422279605, 0.45659927022336655, 0.21799768385545193, 0.9359019503909184, 0.40808493797913314, 0.9246203878593784, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[6.77465577609837e-05, 3.757518788916059e-05, 0.0002744494704529643, 0.9922277331352234, 0.0005232061957940459, 0.0003544534556567669, 0.00651480071246624]",0.9998966685334814
2,6,0,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.0045794371981174e-05, 6.129875146143604e-06, 1.0443809514981695e-05, 0.999843955039978, 1.0453096365381498e-05, 7.419834582833573e-05, 3.467360511422157e-05]",0.9999999682845674
2,6,1,"[0.8454417693141558, 0.3853753766448067, 0.9142082821317069, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[3.509846646920778e-05, 1.040277857100591e-05, 1.7237009160453454e-05, 0.9996860027313232, 2.3567681637359783e-05, 0.00015944690676406026, 6.830703932791948e-05]",0.9999998691238773
2,6,2,"[0.28380340216431965, 0.4153769446453234, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.9982638680756211, 0.8081833048177449, 0.8987780986551455, 0.36818233085641494, 0.4852507728218225, 0.8686908922384897, 0.7388094385028242, 0.2505907755133596, 0.3893147087404569, 0.8705663672769683, 0.7180864884936389, 0.3007296129265824]","[0.00032959357486106455, 5.5686210544081405e-05, 0.0002455433423165232, 0.9986336827278137, 0.0004333932010922581, 7.632213237229735e-05, 0.00022566471307072788]",0.9999977165734028
2,6,3,"[0.29381265528606093, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.5964313915847486, 0.9225771562966075, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.5433523199045903, 0.9344563802047882, 0.26230783293922455, 0.8380482453461235, 0.7180864884936389, 0.9348002059878736]","[5.211367897572927e-05, 2.633824260556139e-05, 0.0005736746243201196, 0.9981119632720947, 0.00030111809610389173, 0.00022345165780279785, 0.000711258442606777]",0.9999954563138775
2,6,4,"[0.7278155049127828, 0.6811512257729293, 0.8930163423974736, 0.20741872869767475, 0.9343101566136027, 0.029315627021247237, 0.10994946336145317, 0.8961655709227243, 0.9153723018846398, 0.5563091906688938, 0.6225660580300134, 0.7388094385028242, 0.9196905397039185, 0.5670146388442509, 0.4619803415523085, 0.38827313463939983, 0.9348002059878736]","[0.00035092089092358947, 8.71471784194e-05, 0.0008641990134492517, 0.996293842792511, 0.0011498238891363144, 0.00037813838571310043, 0.000875934143550694]",0.9999831544744775
2,6,5,"[0.6843086434532856, 0.9341558708709871, 0.07792239534959022, 0.07967717095346127, 0.5964313915847486, 0.5537502375750863, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.12146726396970053, 0.048773761073519495, 0.07206159959599312, 0.9027363233689698, 0.2111737837480313, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[5.4421412642113864e-05, 2.9020184229011647e-05, 0.00016382439935114235, 0.998590886592865, 0.00045875131036154926, 0.00022066774545237422, 0.00048230428365059197]",0.9999974919926701
2,6,6,"[0.5645491657896009, 0.4153769446453234, 0.4626201911355039, 0.16969460118013913, 0.7794199526522069, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.307431714143604e-05, 7.715083484072238e-06, 3.5041615774389356e-05, 0.9997462630271912, 3.280704186181538e-05, 6.884410686325282e-05, 8.633996912976727e-05]",0.9999999205272838
2,6,7,"[0.9489510708764451, 0.4233074265928167, 0.15584479069918045, 0.07967717095346127, 0.9110221078168865, 0.3479286710431557, 0.40785604718662305, 0.580402772817665, 0.6517572161228447, 0.24293452793940107, 0.12776806313122335, 0.8140128021155145, 0.3342013375296079, 0.3162660568384369, 0.14233756618616122, 0.8366986963821416, 0.0031869720741716234]","[5.944183794781566e-05, 3.017250492121093e-05, 0.0010466574458405375, 0.9973783493041992, 0.00011805546819232404, 0.0006099168094806373, 0.0007573544862680137]",0.9999910674906822
2,6,8,"[0.5645491657896009, 0.4153769446453234, 0.5297018540935047, 0.6914362578495633, 0.4090375033280852, 0.41094585667043126, 0.16470562948975365, 0.6575274774805556, 0.6517572161228447, 0.914471524087273, 0.048773761073519495, 0.05528980640049885, 0.1236218088612111, 0.8184416547828419, 0.1435431269529175, 0.44193619990847777, 0.3007296129265824]","[2.0961379050277174e-05, 5.866529136255849e-06, 1.2503594007284846e-05, 0.9998551607131958, 1.2980161955056246e-05, 5.704646173398942e-05, 3.541021578712389e-05]",0.9999999737147788
2,6,9,"[0.6843086434532856, 0.639541048820446, 0.7810728804480294, 0.07967717095346127, 0.9110221078168865, 0.3479286710431557, 0.40785604718662305, 0.580402772817665, 0.4121658558507595, 0.24293452793940107, 0.8117909954216469, 0.05528980640049885, 0.9027363233689698, 0.26230783293922455, 0.8705663672769683, 0.7180864884936389, 0.9348002059878736]","[6.672702147625387e-05, 5.2633662562584504e-05, 0.0005020258249714971, 0.9968940019607544, 0.0012509425869211555, 0.000466304860310629, 0.0007673446671105921]",0.9999877224080368
2,6,10,"[0.8454417693141558, 0.3853753766448067, 0.9142082821317069, 0.8898202028426819, 0.49712796321124797, 0.41094585667043126, 0.27065711643929535, 0.9439385034515424, 0.6616610542547673, 0.7202980359273993, 0.3812490479308036, 0.33676366187398055, 0.12843665495528933, 0.26230783293922455, 0.8380482453461235, 0.6347222113149084, 0.7633125613700498]","[5.442219480755739e-05, 1.15050861495547e-05, 2.8163618480903096e-05, 0.9996161460876465, 1.988674557651393e-05, 0.0001933993917191401, 7.633946370333433e-05]",0.9999998051423212
2,6,11,"[0.7278155049127828, 0.6811512257729293, 0.8930163423974736, 0.20741872869767475, 0.4090375033280852, 0.9982638680756211, 0.8081833048177449, 0.8961655709227243, 0.9153723018846398, 0.5563091906688938, 0.6225660580300134, 0.7388094385028242, 0.9196905397039185, 0.5670146388442509, 0.4619803415523085, 0.38827313463939983, 0.9348002059878736]","[0.0015486875781789422, 0.000491624407004565, 0.008723714388906956, 0.9653960466384888, 0.02097173035144806, 0.0003960294125135988, 0.0024722786620259285]",0.9982777406162306
