generation,max,min,std,avg
0,0.06946055177209977,-0.9994644820244982,1.4538115844227726,-0.8653668169360443
1,0.06946055177209977,-0.9993924270832171,1.908730078400351,-0.8252907057367096
2,0.13065349732134496,-0.999342019192732,2.6801727002021773,-0.7650162000031963
3,0.13065349732134496,-0.9992589078883066,2.887452846052261,-0.7131240737426234
4,0.16288295195330504,-0.9988762309963057,3.587334553295581,-0.6727022995653396
5,0.20953208504481977,-0.9990270764136323,3.796276259878366,-0.6337455430744798
6,0.32010361596645676,-0.9986357882391911,4.84135581855113,-0.5521140810742478
7,0.3732009180054586,-0.9976893376161764,5.321287734939611,-0.49318639362862127
8,0.4212959117852163,-0.9972791962344629,5.834638418095301,-0.4322679729157778
9,0.5088869659031028,-0.9928478815142062,5.911522932052258,-0.36041785475173255
10,0.5384836145316563,-0.9865306708587859,5.799440150444332,-0.2984065561481406
11,0.5554596712950357,-0.9705600709519322,6.674237711090932,-0.19694829278566828
12,0.5958266659843906,-0.9738277172157932,7.439804316938151,-0.11632928249822405
13,0.6121151367772537,-0.8836658176471573,6.809791039804125,-0.01314153017199771
14,0.624474096900663,-0.807745621489462,5.963788897546066,0.09895114103865663
15,0.6918066014221897,-0.6311790110035275,4.140154168155238,0.19917615226133628
16,0.7029641108417557,-0.6213266378092694,4.471214245803983,0.21296958285295084
17,0.7058553249008807,-0.38552851326972337,3.3894411523347947,0.27544934049878866
18,0.7067960309107273,-0.35703391934987255,3.12308340360757,0.3355626274031616
19,0.7067960309107273,-0.3196099646245552,2.431129082549597,0.35743741996842326
20,0.7078882047248388,-0.44139961526898785,2.6858212343816725,0.3590871752567161
21,0.7281724195965135,-0.4217043070418137,2.504618108075913,0.41197455559857826
22,0.733290047078734,-0.4123919746339009,2.5355932240884447,0.44901724755290784
23,0.7350778264906884,-0.33382916444550037,2.632842289451612,0.4526050399243231
24,0.7350778264906884,-0.07815978105071988,2.066880829539512,0.48678418777674015
25,0.736197880862392,-0.024621107966396695,1.4239505107548776,0.5097325785690512
26,0.7373994291648345,-0.12392051815178529,1.5669949784915242,0.5254568002744445
27,0.7563719558163942,0.0035205911366896657,1.1843139092748456,0.5540998150132224
28,0.7564145409000054,0.2681509738670012,0.7117179083983166,0.5814850026359375
29,0.756516491496177,0.11155819230687883,0.8781506985474534,0.5849613629288255
