generation,max,min,std,avg
0,0.6787856968816024,-0.23931992834449103,2.399289664780888,-0.061478633814291514
1,0.7389119604764188,-0.23932514416040132,2.7005593989176844,-0.04902744277624005
2,0.7497303078582103,-0.23930271587865523,3.5340493243442834,0.020663583475242907
3,0.8115489537188442,-0.2391005128367354,3.9330872476701577,0.08933864511960693
4,0.8180083847056319,-0.23862159622815754,4.297929105905714,0.1661009525152444
5,0.8232033832474386,-0.23770721309048612,4.343011697948647,0.20561870571504254
6,0.8274143341806667,-0.2364530293251398,4.182276166864651,0.2704371229063571
7,0.8395544846089102,-0.23718084242635024,4.052923393017087,0.31322042452631027
8,0.8529639906355122,-0.23668953345019292,4.012111641423202,0.33516877138839074
9,0.8653173503321134,-0.23476718190211238,3.9381390458488874,0.35820100782753145
10,0.868923690361898,-0.17773096049082063,3.321917335033702,0.4309060670511136
11,0.8800187291552909,-0.15904157883641493,2.7354721841060115,0.4576549171579882
12,0.8800469333105418,-0.12728824679352307,2.459977386640949,0.4654524542970876
13,0.8833406235646857,-0.14054136100675896,2.6222259975175297,0.47994327901627776
14,0.8871301251434787,-0.035379971898096885,2.1776382850046034,0.5418344126276005
15,0.8871301251434787,-0.05467162480319996,2.1690343518067765,0.5709887394159389
16,0.8871305882141215,-0.07265386702177401,2.2360064346711668,0.5585058293118812
17,0.8871305882141215,0.01348145370288586,1.7705001737944976,0.6042166058675915
18,0.8901593761920136,-0.05608286830779432,2.049785643986632,0.5863140220212468
19,0.8918999976623134,0.005057257278868343,1.9614007434357261,0.6061278298125821
20,0.89380817362393,0.014695257608648416,2.066889420660025,0.6076971703784606
21,0.89380817362393,0.10494480446915282,1.748079076213434,0.6286305525658619
22,0.8984185712320082,0.11194674892647172,1.6604617799468084,0.6596575560165757
23,0.8995837901209768,0.202306349061001,1.583009730531146,0.6493351295372366
24,0.8995837901209768,0.18026484695911807,1.5054507474018952,0.6550075044346627
25,0.9051195881486169,0.17838204254080298,1.5134278006684716,0.6635641242413668
26,0.9051195881486169,0.16493696851889794,1.3256865629899104,0.6803501257334426
27,0.9072002585923886,0.04729780554078596,1.646870361115689,0.6721337329853838
28,0.9072002585923886,0.1449755311351566,1.3684940294263461,0.696213684672201
29,0.9083204336318842,0.1863867708803205,1.3173910760772325,0.7039698044663286
