generation,max,min,std,avg
0,0.10676314573087495,-0.5908930351958003,0.617437376496326,-0.2602724840032519
1,0.12098241720802676,-0.46042883053297146,0.6240619897904965,-0.21090439514765244
2,0.169638788152319,-0.494320228188763,0.7386985815765916,-0.19266997461961208
3,0.17574159533739314,-0.4812690565676968,0.9143187943279818,-0.1911889817452889
4,0.1922460849409716,-0.5552926674402789,1.145527165865922,-0.16685392934537832
5,0.1922460849409716,-0.498500006078172,1.1363971472023633,-0.14895702823717433
6,0.1922460849409716,-0.4801859755902898,1.24257349486837,-0.12972759220819166
7,0.1922460849409716,-0.5519957678024119,1.291101979169491,-0.11362114110477675
8,0.1923860748254052,-0.4516647983907111,1.134421641872314,-0.10557678469520189
9,0.193007797987576,-0.5222040211638667,1.228221757877011,-0.10012082673203064
10,0.193007797987576,-0.5206592513221323,1.1842665691008656,-0.08991104224641995
11,0.193007797987576,-0.4913463904932849,1.1580602403933915,-0.060278699084667695
12,0.193007797987576,-0.450722207978932,1.0889351289574614,-0.034114974268207726
13,0.193007797987576,-0.4479001499944938,1.0794522579034247,-0.010741717430567413
14,0.19306987307252887,-0.48728090852150163,1.0481402500201458,-0.008781923842422958
15,0.19306987307252887,-0.4602521829321907,1.0417519342732964,-0.005897891200633307
16,0.19417303718471604,-0.4287078604804038,0.9555712992504294,0.021373885873679683
17,0.19417303718471604,-0.41708630568420596,0.9204681692484907,0.004126333812612617
18,0.19627685575959042,-0.3643817604993485,0.7846829264294213,0.03605857513372481
19,0.19644570702664402,-0.3987983710595062,0.8262461330483486,0.02842758081435141
20,0.19880574449885507,-0.29929770981266157,0.656877935806288,0.04409748160460288
21,0.19880574449885507,-0.27585895951755646,0.6138539429572155,0.05601278093164676
22,0.19880574449885507,-0.3064324942640988,0.6794819116383045,0.0645054300351933
23,0.19880574449885507,-0.2769357385511736,0.6242769588940311,0.06804681913749788
24,0.19997528171574705,-0.31752501014643764,0.6931976076541158,0.06554724926963773
25,0.19997528171574705,-0.27372201019288134,0.6282531570574621,0.07648128885707933
26,0.20041263935479234,-0.3004536946229799,0.614608600158045,0.07259149558840791
27,0.20058919681869006,-0.26240748694575544,0.6695683199419566,0.07720696630075378
28,0.20058919681869006,-0.2249126840066776,0.5690451909895762,0.09141540529151852
29,0.20058919681869006,-0.1659682657080227,0.5101386797527608,0.09863138603333796
