generation,max,min,std,avg
0,0.0,-0.9992118178195808,1.094690847025036,-0.8815419710666068
1,0.0,-0.9989387596965592,1.270667832136112,-0.8509289914031694
2,0.04147146779270999,-0.9991268502457238,1.7522420492306199,-0.7933092566599133
3,0.06389813535697131,-0.9984371765199624,2.1624649306153287,-0.750700016231963
4,0.06389813535697131,-0.998124756528956,2.400570111458672,-0.7326608357435702
5,0.06389813535697131,-0.9975988655834025,2.654322399164619,-0.6831650481744237
6,0.06529221273229072,-0.9974312946347617,2.4108267014516582,-0.6973423233947554
7,0.06529221273229072,-0.9956699015952554,2.542515561829157,-0.6884477226488374
8,0.06529221273229072,-0.9969225684650154,2.709891490977449,-0.6580552006381912
9,0.06529221273229072,-0.9963091762368025,2.850761451994633,-0.649467039905134
10,0.06529221273229072,-0.9959015771147216,2.5996198876056105,-0.6237234948198787
11,0.06529221273229072,-0.9946707683782364,2.9497286583736173,-0.589768788196294
12,0.0767291571150637,-0.9720276558692355,2.529523279307795,-0.5562697180574847
13,0.0767291571150637,-0.9749733753692704,2.50987915336555,-0.5070666210978096
14,0.0767291571150637,-0.9693853389879094,2.523949444157588,-0.4705194864843982
15,0.0767291571150637,-0.921402909465493,2.11706290402338,-0.44826787742906243
16,0.0767291571150637,-0.9567082582135434,1.9754853321682817,-0.41680098339562105
17,0.0767291571150637,-0.8908866445591513,1.48784302885743,-0.3965520372650095
18,0.0767291571150637,-0.8642805701715744,1.5439059104014659,-0.3834918404958143
19,0.0767291571150637,-0.860605773743821,1.4542480784078495,-0.3859303060206457
20,0.0767291571150637,-0.7897059324308918,1.3826197122670916,-0.37335567487795296
21,0.0767291571150637,-0.8232456985076538,1.2877630582638007,-0.33877066823912594
22,0.0767291571150637,-0.8565438938759218,1.2872680556664018,-0.34206414969134874
23,0.0767291571150637,-0.7959284543208216,1.148049685511105,-0.3271154893997838
24,0.0767291571150637,-0.7584809183724683,1.0418188736715426,-0.31604443619305417
25,0.0767291571150637,-0.7455728595486024,0.9866341278220746,-0.3063100806036027
26,0.0767291571150637,-0.8572344638805591,1.2066397220064455,-0.29939809670917283
27,0.0767291571150637,-0.6833858805984588,1.0243631626770715,-0.29845379248004655
28,0.0767291571150637,-0.6831713760963554,0.905723117943786,-0.27427222119286504
29,0.0767291571150637,-0.6105195410838747,0.8133651482918933,-0.2612268562851564
