generation,max,min,std,avg
0,0.9138289754711945,-0.999378439520058,11.26124781324691,-0.6657459963414336
1,0.938312546270289,-0.9992084769782126,15.5460073774284,-0.3906873293040058
2,0.9405837885137887,-0.9991617672495922,18.38048419782647,-0.08002591631717178
3,0.9915644771769889,-0.9767632995396578,17.925185966113993,0.21651331239155674
4,0.9986286291073524,-0.9846439841140728,14.841947691193258,0.4320254307283092
5,0.9998769388505041,-0.8793449478316246,9.968222584799575,0.6300779883309514
6,0.999877607669384,-0.6912787120251668,6.00925519758798,0.7481244582414248
7,0.9999023799134317,-0.4811581154637138,7.041214480744297,0.7521252042744236
8,0.99991540737405,-0.688763461839631,6.583970989331857,0.7880229023740614
9,0.9999162711430977,-0.2509827049398269,3.825329596011766,0.8637852692173384
10,0.9999165151273436,-0.017618205370894112,3.505318969206434,0.883239670811847
11,0.9999716098793268,-0.12442298578165037,4.169391610571972,0.8598600998240837
12,0.9999925369544215,0.006971500378041095,2.436028379652048,0.8977614604423152
13,0.9999927277659879,0.3181031133128173,1.6405594912241326,0.8854185157650611
14,0.9999931685890397,0.29345648251523954,1.946645651809725,0.8922427794808753
15,0.9999934983675589,-0.11179373070673707,2.4378252050777514,0.8950143954387235
16,0.9999935785526359,0.0767153075840987,1.8971419105432292,0.9101657808976089
17,0.9999939479640586,0.17635552534500404,2.311106517451369,0.9026681510213169
18,0.9999939567378906,0.16241750695772122,1.6358370542915281,0.9299841114262964
19,0.9999943237888045,0.1558461055968619,1.626130489245087,0.9430872425623653
20,0.9999943237888045,0.5479689270466465,0.6283579646344831,0.9699537990377852
21,0.9999952738677369,0.5202947792143904,0.6452443179558592,0.9736208357770316
22,0.9999952956792828,0.7535680646619107,0.32469496292457434,0.9818141217140305
23,0.99999555862988,0.6549811206394718,0.44028012559894425,0.9795700536491602
24,0.9999957552781916,0.762466021954295,0.28243990106711553,0.984238077401342
25,0.9999971326774407,0.6232602443488077,0.5739044830036687,0.9798395384518672
26,0.9999971410822248,0.8283176179406437,0.1904408880734601,0.9896403260803334
27,0.9999971482434216,0.7256190336643662,0.2609114368107192,0.987567086878564
28,0.9999971497142429,0.7651799167735207,0.19812022978619762,0.9897282392519593
29,0.9999972009293835,0.9549718814918313,0.010699825591105081,0.9974223728997069
